docketNumber,paidOrIfp,docketDisposition,docketDispositionDate,journalDispositions,journalDispositionDates,reconciliationStatus,officialDocketUrl,reviewNote
23-6197,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6197.html,Current docket outcome matches at least one parsed Journal row.
23-6198,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6198.html,Current docket outcome matches at least one parsed Journal row.
23-6199,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6199.html,Current docket outcome matches at least one parsed Journal row.
23-6200,ifp,dismissed,2024-02-20,dismissed,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6200.html,Current docket outcome matches at least one parsed Journal row.
23-6201,ifp,dismissed,2024-02-20,dismissed,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6201.html,Current docket outcome matches at least one parsed Journal row.
23-6202,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6202.html,Current docket outcome matches at least one parsed Journal row.
23-6203,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6203.html,Current docket outcome matches at least one parsed Journal row.
23-6204,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6204.html,Current docket outcome matches at least one parsed Journal row.
23-6205,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6205.html,Current docket outcome matches at least one parsed Journal row.
23-6206,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6206.html,Current docket outcome matches at least one parsed Journal row.
23-6207,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6207.html,Current docket outcome matches at least one parsed Journal row.
23-6208,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6208.html,Current docket outcome matches at least one parsed Journal row.
23-6209,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6209.html,Current docket outcome matches at least one parsed Journal row.
23-6210,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6210.html,Current docket outcome matches at least one parsed Journal row.
23-6211,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6211.html,Current docket outcome matches at least one parsed Journal row.
23-6212,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6212.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-6213,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6213.html,Current docket outcome matches at least one parsed Journal row.
23-6214,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6214.html,Current docket outcome matches at least one parsed Journal row.
23-6215,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6215.html,Current docket outcome matches at least one parsed Journal row.
23-6216,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6216.html,Current docket outcome matches at least one parsed Journal row.
23-6217,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6217.html,Current docket outcome matches at least one parsed Journal row.
23-6218,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6218.html,Current docket outcome matches at least one parsed Journal row.
23-6219,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6219.html,Current docket outcome matches at least one parsed Journal row.
23-6220,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6220.html,Current docket outcome matches at least one parsed Journal row.
23-6221,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6221.html,Current docket outcome matches at least one parsed Journal row.
23-6222,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6222.html,Current docket outcome matches at least one parsed Journal row.
23-6223,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6223.html,Current docket outcome matches at least one parsed Journal row.
23-6224,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6224.html,Current docket outcome matches at least one parsed Journal row.
23-6225,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6225.html,Current docket outcome matches at least one parsed Journal row.
23-6226,ifp,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6226.html,Current docket outcome matches at least one parsed Journal row.
23-6227,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6227.html,Current docket outcome matches at least one parsed Journal row.
23-6228,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6228.html,Current docket outcome matches at least one parsed Journal row.
23-6229,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6229.html,Current docket outcome matches at least one parsed Journal row.
23-6230,ifp,denied,2024-04-15,denied,2024-04-15,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6230.html,Current docket outcome matches at least one parsed Journal row.
23-6231,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6231.html,Current docket outcome matches at least one parsed Journal row.
23-6232,ifp,denied,2024-07-02,denied,2024-07-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6232.html,Current docket outcome matches at least one parsed Journal row.
23-6233,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6233.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-6234,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6234.html,Current docket outcome matches at least one parsed Journal row.
23-6235,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6235.html,Current docket outcome matches at least one parsed Journal row.
23-6236,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6236.html,Current docket outcome matches at least one parsed Journal row.
23-6237,ifp,denied,2024-02-20,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6237.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-6238,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6238.html,Current docket outcome matches at least one parsed Journal row.
23-6239,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6239.html,Current docket outcome matches at least one parsed Journal row.
23-6240,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6240.html,Current docket outcome matches at least one parsed Journal row.
23-6241,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6241.html,Current docket outcome matches at least one parsed Journal row.
23-6242,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6242.html,Current docket outcome matches at least one parsed Journal row.
23-6243,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6243.html,Current docket outcome matches at least one parsed Journal row.
23-6244,ifp,denied,2024-06-17,denied,2024-06-17,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6244.html,Current docket outcome matches at least one parsed Journal row.
23-6245,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6245.html,Current docket outcome matches at least one parsed Journal row.
23-6246,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6246.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-6247,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6247.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-6248,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6248.html,Current docket outcome matches at least one parsed Journal row.
23-6249,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6249.html,Current docket outcome matches at least one parsed Journal row.
23-6250,ifp,denied,2024-04-15,denied,2024-04-15,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6250.html,Current docket outcome matches at least one parsed Journal row.
23-6251,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6251.html,Current docket outcome matches at least one parsed Journal row.
23-6252,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6252.html,Current docket outcome matches at least one parsed Journal row.
23-6253,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6253.html,Current docket outcome matches at least one parsed Journal row.
23-6254,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6254.html,Current docket outcome matches at least one parsed Journal row.
23-6255,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6255.html,Current docket outcome matches at least one parsed Journal row.
23-6256,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6256.html,Current docket outcome matches at least one parsed Journal row.
23-6257,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6257.html,Current docket outcome matches at least one parsed Journal row.
23-6258,ifp,denied,2024-02-26,denied,2024-02-26,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6258.html,Current docket outcome matches at least one parsed Journal row.
23-6259,ifp,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6259.html,Current docket outcome matches at least one parsed Journal row.
23-6260,ifp,denied,2024-01-16,denied,2024-01-16,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6260.html,Current docket outcome matches at least one parsed Journal row.
23-6261,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6261.html,Current docket outcome matches at least one parsed Journal row.
23-6262,ifp,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-6262.html,Current docket outcome matches at least one parsed Journal row.
